review_id,rating,date,review_text,date_parsed,year
ChZDSUhNMG9nS0VJQ0FnSUNnenZqbVd3EAE,4,8 years ago,"Setelah ada renovasi, alun alun lumajang semakin banyak pengunjung karena tempatnya semakin menarik masyarakat. Penjual juga tidak diperbolehkan untuk berjualan disana sehingga tidak mengganggu masyarakat yg berkunjung. Setiap malam minggu …",2018-01-18 08:03:10.606621,2018
ChdDSUhNMG9nS0VJQ0FnSUNxdTQtLXlBRRAB,4,4 years ago,"Tempatnya bagus, dan asri... sekedar saran, kolam yg di pojok selatan, mohon dibersihkan banyak sampah plastik. Kasian sama ikan2nya dan terlihat kotor",2022-01-18 08:03:10.606621,2022
ChdDSUhNMG9nS0VJQ0FnSUNyblpiU293RRAB,5,a year ago,Asik buat santay,2025-01-18 08:03:10.606621,2025
ChdDSUhNMG9nS0VJQ0FnSURJcHA2eDR3RRAB,5,7 years ago,"Alun-alun yang bersih dan nyaman buat tempat bersantai. Dilengkapi dengan tempat bermain anak dan tempat duduk disepanjang pinggiran alun-alun. Air mancur yang berada dipojok timur-laut yang menjadi ikon khusus, jika malam hari air terjun ini sangat indah dengan hiasan lampu. Alun-alun ini tidak pernah sepi dari pengunjung.",2019-01-18 08:03:10.606621,2019
ChdDSUhNMG9nS0VJQ0FnSUN3Mm9QZXJ3RRAB,5,8 years ago,"Tempat yg santai untuk menghabiskan waktu bersama keluarga,sahabat,pacar atau me time.
Bukan hanya sekedar jalan - jalan biasa, kalian bisa melihat - lihat bunga yg ada disana, dan fasilitas nya juga bagus - bagus, the best lah, dan kalian juga bisa kuliner.",2018-01-18 08:03:10.606621,2018
ChdDSUhNMG9nS0VJQ0FnSUNBOS15c3FnRRAB,4,8 years ago,"perbaikannya belum selesai ya.. 😕 yang menarik, lokasi ini menjadi pusat kegiatan masyarakat di saat santai maupun serius (upacara, apel siaga, dsb). semoga makin baik & kualitas pengelolaannya juga makin meningkat. …",2018-01-18 08:03:10.606621,2018
ChZDSUhNMG9nS0VJQ0FnSUNqby03NFh3EAE,5,a year ago,Tempat menyejukkan,2025-01-18 08:03:10.606621,2025
ChZDSUhNMG9nS0VJQ0FnSUMtaFpidEdREAE,5,3 years ago,Cukup ramai di sore dan malam hari dan beraneka macam jajanan tersedia disana...bisa ngemil sampai puasss,2023-01-18 08:03:10.606621,2023
ChdDSUhNMG9nS0VJQ0FnSUN5emU2YXZRRRAB,4,4 years ago,"Tempatnya bagus. Pas musim hujan sejuk sekali. Nyaman untuk bermain anak2, sementara orang tua bs menikmati keadaan sekeliling sebelum melanjutkan bertualang dibumi Lumajang dengan segala pesonanya",2022-01-18 08:03:10.606621,2022
ChdDSUhNMG9nS0VJQ0FnSURDc0xiSXBBRRAB,5,5 years ago,"luas, rindang, indah, variasi tempat untuk berbagai usia (tempat olah raga, lapangan, taman bermain, air mancur, tempat bunga, kelinci), sangat recomended juga buat spot foto lhoo... 😍 …",2021-01-18 08:03:10.606621,2021
ChdDSUhNMG9nS0VJQ0FnSURaaU9ldXJRRRAB,5,2 years ago,"Sangat nyaman tempatnya. Banyak pohon rindang, bersih tertata, enak untuk sekedar nongkrong.",2024-01-18 08:03:10.606621,2024
ChdDSUhNMG9nS0VJQ0FnSUQycmVtZDVRRRAB,5,Edited 2 years ago,Asik sih. Hijau. Banyak tanaman dan beberapa wahana. Kalo mau maen enak kesini. Ada beberapa spot air mancur juga. Enak buat jalan-jalan. Sekitar alun-alun juga banyak penjual makanan.,2026-01-18 08:03:10.606621,2026
ChZDSUhNMG9nS0VJQ0FnSUNzc01HQUlBEAE,5,5 years ago,Tempat e tenang buat bermain anak2,2021-01-18 08:03:10.606621,2021
ChdDSUhNMG9nS0VJQ0FnSUNzeHVtRXZ3RRAB,5,5 years ago,"Tempat yg nyaman dan murah untuk rekreasi bersama keluarga.
Tempat parkir : Tersedia, Nyaman, Tertata.
Toilet : Tersedia, Nyaman …",2021-01-18 08:03:10.606621,2021
ChdDSUhNMG9nS0VJQ0FnSUNKNkptcmdBRRAB,5,2 years ago,Alun alun yang merupakan tetengger dan pusat kota serta ruang terbuka yang menjadi jujugan bagi warga di lumajang. …,2024-01-18 08:03:10.606621,2024
ChdDSUhNMG9nS0VJQ0FnSUREdjYzOTFBRRAB,3,a year ago,"Kalau pagi, malah di buat parkir orang kantor..
Waktu malam banyak yang parkir sembarangan
Jadi ga elok alun2nya",2025-01-18 08:03:10.606621,2025
Ci9DQUlRQUNvZENodHljRjlvT2t4b1VUSkJhVmRmVGtSTlRHRkZXRWh3TkRVMFdIYxAB,4,a month ago,Tempatnya bagus,2025-12-18 08:03:10.606621,2025
ChZDSUhNMG9nS0VJQ0FnSURqOWFYSWJBEAE,4,a year ago,Tambah bagus dan bersih,2025-01-18 08:03:10.606621,2025
ChZDSUhNMG9nS0VJQ0FnSUNwLWJtWGR3EAE,5,2 years ago,sangat direkomendasikan berkunjung ke tempat ini. alun-alun yang nyaman dan banyak sekali fasilitas pendukungnya,2024-01-18 08:03:10.606621,2024
ChdDSUhNMG9nS0VJQ0FnSUQwMVpUNnF3RRAB,5,6 years ago,"Banyak spot-spot yang bagus untuk digunakan sebagai sarana rekreasi. Ada air mancur, lapangan rumput, kursi-kursi taman untuk bersantai menikmati pemandangan, arena playground, taman kesehatan",2020-01-18 08:03:10.606621,2020
ChZDSUhNMG9nS0VJQ0FnSUNnbDVIREp3EAE,5,7 years ago,"Salut bbgt sm Lumajang punya alun"" yg keren
Ada air mancurnya, bnyak lampu""nya
Phon""nya juga terawat, rindang, bersih …",2019-01-18 08:03:10.606621,2019
ChZDSUhNMG9nS0VJQ0FnSURJbkxQZFlBEAE,5,Edited 6 years ago,"Lumayan.... Tinggal kesadaran warganya yg hrs merasa ""MELU HANDARBENI"" ( merasa ikut memiliki ) yg akhirnya jd merasa ikut brtanggung jwb untuk menjaga kebersihan, keasrian & keindahan area Publik ini.",2026-01-18 08:03:10.606621,2026
ChdDSUhNMG9nS0VJQ0FnSURDM2NMdmlnRRAB,5,5 years ago,"... asri ... kebersihan terjaga , klo mau kuliner ada di selatan alun2 dan barat alun2 sebelah masjid jami' ... cocok utk melepas penat dan olah raga terutama joging ...",2021-01-18 08:03:10.606621,2021
ChZDSUhNMG9nS0VJQ0FnSUNCdDdETkRREAE,5,3 years ago,Makin indah alun2nya.. Cuma pas ksna smaphnya msh berserakan. Dan di tmpt bermain anak yg tempat duduk balok2 itu agak bau kencing. Suka betah main dsna anak2,2023-01-18 08:03:10.606621,2023
ChZDSUhNMG9nS0VJQ0FnSUNRdVl5aVZnEAE,4,7 years ago,"Paru paru kota yang bagus, cocok untuk berfoto bersama kluarga, teman, dan pacar. Tersedia berbagai air mancur, taman bermain anak anak, pohon pohon yang rindang, yang membuat mata jadi adem. Lampu lampu yang indah di saat malam membuat hati jadi betah",2019-01-18 08:03:10.606621,2019
ChdDSUhNMG9nS0VJQ0FnSUNHM0kySzZ3RRAB,5,Edited a year ago,Asri cocok buat momong si kecil,2026-01-18 08:03:10.606621,2026
ChZDSUhNMG9nS0VJQ0FnSUNRLU82VEZnEAE,5,7 years ago,"Di alun2 itulah aku selalu melewati hari2ku dengan penuh kecerian masa kecilku yang sangat bahagia,disana aku bisa bermain benteng,gobak sodor,bendan dan permainan masa kecilku. Alun2 menjadi saksi ketika aku menggapai cita cita dg seragam …",2019-01-18 08:03:10.606621,2019
ChZDSUhNMG9nS0VJQ0FnSURZcDlpVVFnEAE,5,6 years ago,"Lumayan nyaman untuk bersantai, apalagi ini jantungnya kota Lumajang dan menjadi ciri khas nya Lumajang.... Saran aja sih ditambahkan WiFi corner gitu, terus kebersihan nya juga dijaga....",2020-01-18 08:03:10.606621,2020
ChZDSUhNMG9nS0VJQ0FnSURZMVBqX2Z3EAE,5,6 years ago,"Lokasi car free day di kota Lumajang setiap hari minggu dari pukul 06.00 s.d 10.00 WIB, penataan lokasi pedagang kaki lima cukup baik sehingga tidak menggangu pengunjung yang akan melakukan aktifitas lari maupun bersantai dengan keluarga, …",2020-01-18 08:03:10.606621,2020
ChdDSUhNMG9nS0VJQ0FnSUM0OFlxcTJRRRAB,4,6 years ago,Alun alun Lumajang terletak di tengah2 kota lumajang suasana lumayan untuk bersantai dan berfoto bersama keluarga di sana terdapat banyak fasilitas mulai dari rumah makan warkop masjid dan lain lain.... …,2020-01-18 08:03:10.606621,2020
ChZDSUhNMG9nS0VJQ0FnSURNNExESGFBEAE,4,6 years ago,"Anda lebih baik parkir dari pada berhenti di pinggir jalan,mengganggu arus. Juga untuk lampu di jembatan ada hidup sekitar jam 6 -7 hidup lagi jam 8-9 malam",2020-01-18 08:03:10.606621,2020
ChdDSUhNMG9nS0VJQ0FnSUNJNHFqazRRRRAB,5,7 years ago,Bagus sih.. tp cuma butuh kesadaran masyarakat yg berkunjung buat saling menjaga keelok an alun alun lumajang. Minimal buang sampah yg bener dan tidak merusak sarana yg sudah disediakan.. tangan tangan jail pasti ada saja..,2019-01-18 08:03:10.606621,2019
ChZDSUhNMG9nS0VJQ0FnSUQ0dWNIOUVBEAE,4,6 years ago,Lumayan bagus dan bersih,2020-01-18 08:03:10.606621,2020
ChdDSUhNMG9nS0VJQ0FnSUNBOE1EVnVRRRAB,4,7 years ago,nice place. disediakan tempat bermain untuk anak2 dan setiap hari minggu ada car free day which is good since you can taste a lot of street food if you go there :D,2019-01-18 08:03:10.606621,2019
ChdDSUhNMG9nS0VJQ0FnSURvM283ZHFRRRAB,5,6 years ago,"Semoga semakin hari semakin bersih, rindang dan rapi",2020-01-18 08:03:10.606621,2020
ChZDSUhNMG9nS0VJQ0FnSUNBNEtPZ2FBEAE,4,8 years ago,"Taman alun-alun lebih baik dari pada yg dulu
Air mancur cukup bagus dan indah
Pohon beringin yg besar ditengah lampunya kurang menarik …",2018-01-18 08:03:10.606621,2018
ChdDSUhNMG9nS0VJQ0FnSURhMW9pVXV3RRAB,5,4 years ago,Alun2nya luas,2022-01-18 08:03:10.606621,2022
ChZDSUhNMG9nS0VJQ0FnSURyZ3RHeUVnEAE,5,a year ago,Akhir akhir ini banyak sekali acara tapi tempat masih tergolong nyaman dan bersih,2025-01-18 08:03:10.606621,2025
ChZDSUhNMG9nS0VJQ0FnSUNza2ZyQlh3EAE,4,5 years ago,Terakhir makan bikin mencret2 sm istri jg mencret paginya. Pdhl sblm sblmnya ga kyk gini. Tempate kurang nyaman dan bersih. Tp rasa sm porsi mantap sampe kenyang,2021-01-18 08:03:10.613699,2021
ChZDSUhNMG9nS0VJQ0FnSUNodmZTbk13EAE,5,2 years ago,"Ditengah kota dan DIKELILINGI tempat yg bisa akses terdekat dari masjid. perpustakaan,pendopo,laboratorium,pmi. Kantor polisi.ATM.perbelanjaan.kuliner dan bisa buat santai",2024-01-18 08:03:10.613699,2024
ChZDSUhNMG9nS0VJQ0FnSUMwcXVLcExBEAE,5,6 years ago,"Semakin cantik, asri, dan kalo malam ada air mancur dg efek lampu yg cantik. Sangat cocok untuk bersantai ria melepas kepenatan.",2020-01-18 08:03:10.613699,2020
ChdDSUhNMG9nS0VJQ0FnSUNndWFlQmpBRRAB,4,7 years ago,"fasilitas umum yang makin dipercantik oleh pemerintah kabupaten lumajang, ada playground dengan berbagai arena permainan anak, ada air mancur di beberapa titik alunalun yang dihiasi lampu warna warni, ada area taman kesehatan dengan fasilitas terapi kesehatan.",2019-01-18 08:03:10.613699,2019
ChdDSUhNMG9nS0VJQ0FnSURNcXBuTzlnRRAB,5,6 years ago,"Alun Alun Kota Lumajang, Kota Pisang yg juga dikenal dengan slogan I like Lumajang memang tidak salah,  karena di Alun Alun Lumajang ini diantaranya membuat orang Suka... akan kota Lumajang,  bersih,  hijau,  penataan taman yg indah, jadi …",2020-01-18 08:03:10.613699,2020
ChdDSUhNMG9nS0VJQ0FnSURza0xyLW9RRRAB,5,5 years ago,Alun-alunnya sejuk. Ada air mancur buatannya. Pohon beringin ditengah yang meneduhkan sejak aku kecil. Kalau lagi hari minggu ada kegiatan car free day dengan kukiner yang bener-bener mantul. Alun-alun ini gak terlalu jauh kalau dari …,2021-01-18 08:03:10.613699,2021
ChdDSUhNMG9nS0VJQ0FnSUNxODk2NXh3RRAB,4,4 years ago,Keren... Bersih... Cuma sayang waktu saya kesana tempat bermainnya ditutup... Jadi mungkin untuk yang bawa anak kecil bisa di lompat in pagar saja 😅 …,2022-01-18 08:03:10.613699,2022
ChdDSUhNMG9nS0VJQ0FnSURIbTVMODd3RRAB,5,a year ago,"Bersih, byk pedagang makanan kecil, dan masjid untk ibadah",2025-01-18 08:03:10.613699,2025
ChZDSUhNMG9nS0VJQ0FnSURnMHFfX0pnEAE,4,9 years ago,Hari-hari besar tertentu tempat ini dapat dijadikan akternatif menghindari kebisingan suara knalpot dan kemacetan. Karena biasanya akses jalan terdekatnya ditutup sehingga yang mampu mengakses ke tempat ini kebanyakan para pejalan kaki.,2017-01-18 08:03:10.613699,2017
ChdDSUhNMG9nS0VJQ0FnSURWdjVHVWd3RRAB,5,2 years ago,"tempatnya asik, sangat cocok buat tempat nongkrong saat weekend bersama teman dan kerabat terdekat.",2024-01-18 08:03:10.613699,2024
ChdDSUhNMG9nS0VJQ0FnSURDZ2V1cnl3RRAB,5,Edited 3 years ago,"Just a beautiful small town square u won't regret. Since i posted this, the sunday morning car free day is lit! A lot of people coming for workout, community gathering, street food, etc... …",2026-01-18 08:03:10.613699,2026
ChZDSUhNMG9nS0VJQ0FnSUNrclBhdkV3EAE,5,6 years ago,"Tempat yg familiar...cocok buat keluarga dan pasangan muda mudi. Gartis juga...tersedia area fitnes centre gratis, tempat terapi utk jalan kaki dekat dengan pusat pemerintahan dan tempat ibadah dan yg penting gampang dijangkau",2020-01-18 08:03:10.613699,2020
ChdDSUhNMG9nS0VJQ0FnSUNVOE9Db2x3RRAB,4,6 years ago,"Bagus sih,tp air mancur yg di tengah kyknya kurang bermanfaat bgt,mending di hilangkan atau di ganti kolam ikan aj.",2020-01-18 08:03:10.613699,2020
ChZDSUhNMG9nS0VJQ0FnSURENktHdUlnEAE,5,a year ago,Bagus. Asri pohonnya rindang buat jalan2 santai enak sekali. Cocok!,2025-01-18 08:03:10.613699,2025
ChZDSUhNMG9nS0VJQ0FnSUN1eGZuektnEAE,5,Edited 3 years ago,"Tempat Olah Raga favorit di Lumajang, selalu ramai tiap hari Minggu, selain Olah Raga dan jalan jalan, juga ada penjual makanan disekeliling alun², dikelilingi oleh beberapa sekolah serta kantor pusat pemerintahan kabupaten Lumajang menjadi tempat yang pas untuk Upacara Bendera dan kegiatan lain.",2026-01-18 08:03:10.613699,2026
Ci9DQUlRQUNvZENodHljRjlvT2psRGQxbDJia3cyVkdwRkxVUmpSakpNYlhSV1NVRRAB,5,a month ago,Tempatnya bersih,2025-12-18 08:03:10.613699,2025
Ci9DQUlRQUNvZENodHljRjlvT2tOb2JWZFVaWFpUYmt4b01HdDBlbFp4T1hoZmNtYxAB,5,5 months ago,"Bersih, rapi dan sejuk",2025-08-18 08:03:10.613699,2025
ChdDSUhNMG9nS0VJQ0FnSUNnOXNYRml3RRAB,4,Edited 7 years ago,alun-alun Lumajang adalah alun-alun terbaik di wilayah Jawa Timur sebelah timur tidak ada alun-alun yang sebaik alun-alun Lumajang berhias Taman bersih dan sangat ramai dengan segala kegiatan upacara maupun kegiatan budaya semua itu …,2026-01-18 08:03:10.613699,2026
ChdDSUhNMG9nS0VJQ0FnSUM1azVXRW5RRRAB,5,2 years ago,Alun² yg tidak hanya ada lapangan saja tersapat juga Playground tanaman asri air mancur dan lain sebagainya,2024-01-18 08:03:10.613699,2024
ChdDSUhNMG9nS0VJQ0FnSUNOZ1AtUXVBRRAB,5,Edited a year ago,Saat malam hari dilokasi,2026-01-18 08:03:10.613699,2026
ChZDSUhNMG9nS0VJQ0FnSURXMGJMMUpREAE,5,3 years ago,"Bagus, sejuk,Asri, banyak tanaman2 nya banyak spot foto yg bagus2, ada mainan untuk anak2 juga siiiip pokok nya",2023-01-18 08:03:10.613699,2023
ChZDSUhNMG9nS0VJQ0FnSURka2J1MUd3EAE,1,a year ago,"Attitude karyawan buruk ,.
Tempat kotor..
Nyesel banget mampir ke sini.. …",2025-01-18 08:03:10.613699,2025
ChdDSUhNMG9nS0VJQ0FnSURVNnBTNGdBRRAB,3,6 years ago,"Alun2 lumajang tempat berkumpulnya orang disore atau hari minggu dan libur.. tapi rasanya permainan anak2 (kurang beragam) dan tidak terlalu byk... aktivitas anak2 muda olah raga, tari (dance ) blum banyak",2020-01-18 08:03:10.614586,2020
ChZDSUhNMG9nS0VJQ0FnSURyaV96MFRBEAE,5,a year ago,Tepungnya enak renyah gak usah ditambahi bumbu lagi karena rasa ya SDH pas,2025-01-18 08:03:10.614586,2025
ChZDSUhNMG9nS0VJQ0FnSUNRb29HOU9REAE,4,Edited 7 years ago,Kebersihan kurang. Apalagi kalau hari minggu berbarengan dengan kegiatan cfd. Pasti banyak sampah bungkus makanan yg dibuang sembarangan. Tempatnya bagus dan menarik sih,2026-01-18 08:03:10.614586,2026
ChZDSUhNMG9nS0VJQ0FnSURlallPTEh3EAE,3,3 years ago,Bagus cuma kurang terawat dan semakin hari semakin kusam untuk daerah air mancur menarinya dan tidak selalu aktif.,2023-01-18 08:03:10.614586,2023
ChZDSUhNMG9nS0VJQ0FnSUNnbGJTaERREAE,5,9 years ago,"I think it is a place which has good management. I meant, there's no general seller in the outside or inside. We just find any food sellers on Sunday morning while CFD (Car Free Day). So, in the workdays we just see a park. No more. The central park is pure a park without any kids' entertainment and food stall.",2017-01-18 08:03:10.614586,2017
ChdDSUhNMG9nS0VJQ0FnSUNvNk9qNm9RRRAB,5,6 years ago,"Saya sudah beberapa kali datang ke alun alun lumajang karena ada acara donor darah akbar dan hari peringaran keseharan nasional, tempat nya enak banget cocok untuk diselenggarakan sebuah acara pada setiap hari minggu di sana juga ada kegiatan car free day.
Sekian.🙏 …",2020-01-18 08:03:10.614586,2020
ChZDSUhNMG9nS0VJQ0FnSURVcWNERUZ3EAE,5,6 years ago,"Salah satu icon kota lumajang yaitu alun alun lumajang ,
cocok untuk bersantai sambil menikmati sejuknya udara kota lumajang, …",2020-01-18 08:03:10.614586,2020
ChdDSUhNMG9nS0VJQ0FnSUNVNHBYdXNRRRAB,4,6 years ago,"Luas, sejuk di pandang ..
Cocok banget buat tempat bermain bersama keluarga.
Tapi kalau siang panasnya luar biasa.
Semoga pohon"" d sana cepet besar 🤭☺ …",2020-01-18 08:03:10.614586,2020
ChZDSUhNMG9nS0VJQ0FnSURBaUtYaVp3EAE,5,8 years ago,"Allhamdulillah Alun Alun Lumajang Sae sangat Asri Pohon Berigin Ikon Kota Lumajang,waktu selama saya Di Lumajang Sholat Subuh Bersama'ah di Masjid Agung Selesai Sholat subuh Lansung Olahraga Jalan Pagi dan Lanjutkan Olahraga Pernapasan Tai …",2018-01-18 08:03:10.614586,2018
ChZDSUhNMG9nS0VJQ0FnSURrdTZQQ1F3EAE,5,6 years ago,Beberapa tahun belakangan Lumajang terasa kian ramai. Salah satu sebabnya tak lain adalah Alun-Alun Lumajang yang semakin cantik dan mempesona. Pemerintah setempat berinisiatif melakukan pembenahan dan tiap sudutnya dipercantik sedemikian …,2020-01-18 08:03:10.614586,2020
ChZDSUhNMG9nS0VJQ0FnSUM2OGZhLU1nEAE,5,4 years ago,Bisa sholat di masjid agung KH Anas Mahfudz,2022-01-18 08:03:10.614586,2022
ChZDSUhNMG9nS0VJQ0FnSUNVb3RHeVhnEAE,5,6 years ago,"Alun-Alun Lumajang,  menjadi Salah satu destinasi wisata yang bisa di kunjungi oleh masyarakat Kabupaten Lumajang dan sekitar nya, dis amping area ruang rerbuka hijau, area sport & fitness,  juga ada fasilitas bermain untuk anak-anak yang …",2020-01-18 08:03:10.614586,2020
ChdDSUhNMG9nS0VJQ0FnSUNBM2RfaDBnRRAB,5,7 years ago,"Tempatnya sangat artistik sebagai spot foto, bersih, dan indah. Apalagi dengan adanya air mancur dan juga wahana permainan bagi anak-anak, alun-alun lumajang menjadi tempat yang cocok untuk bermain bersama keluarga.",2019-01-18 08:03:10.614586,2019
ChdDSUhNMG9nS0VJQ0FnSUNMc2VqeWpBRRAB,5,a year ago,Alun Alun yang terbilang terpadu dan bagus,2025-01-18 08:03:10.614586,2025
ChZDSUhNMG9nS0VJQ0FnSUNBd0pIeWFnEAE,5,7 years ago,Lumayam bersih cuma setelah ada acara besar berubah total,2019-01-18 08:03:10.614586,2019
ChdDSUhNMG9nS0VJQ0FnSUR1c18zZ2p3RRAB,5,3 years ago,"Tempat nyaman untuk sekedar rekreasi buat keluarga , siang sangat sejuk,malam terang,tersedia hotspot gratis dibeberapa titik..",2023-01-18 08:03:10.614586,2023
ChZDSUhNMG9nS0VJQ0FnSURRM2NuSVB3EAE,5,7 years ago,Sisi barat dan tengah sangat bagus utk mengajak anak2 bermain tanpa mengeluarkan biaya.. 😂 biasa emak2 cari gretongan.. Tp waspada pengeluaran berlebihan krn banyak pedagang kaki 5 😎 …,2019-01-18 08:03:10.614586,2019
ChZDSUhNMG9nS0VJQ0FnSUM4cW9fUU1nEAE,4,5 years ago,Enak buat santai tempatx asri,2021-01-18 08:03:10.614586,2021
ChZDSUhNMG9nS0VJQ0FnSUR4Z0s2Q0V3EAE,4,Edited 2 months ago,"Tempat bersantai dan alunmenikmati suasana kota lumajang nan asri, namun saat ini ada perbaikan di saluran pembuangan air , nantinya akan memperindah kedepannya",2026-01-18 08:03:10.614586,2026
ChdDSUhNMG9nS0VJQ0FnSUNvOGJUNXBRRRAB,5,6 years ago,"Alun alun Lumajang semakin kesini semakin bagus aja... Pengunjungnya ramai apalagi disaat weekend, bahkan dari luar kota di bela2in kesini untuk menikmati air mancur dan beberapa spot permainan anak2... Sekarang kelihatan lebih indah karena …",2020-01-18 08:03:10.614586,2020
ChdDSUhNMG9nS0VJQ0FnSUNBcXVTSDh3RRAB,3,7 years ago,"Alun-alun kota Lumajang ini sudah mengalami perubahan bangunan dari ada pagar pembatas dan sekarang dihilangkan mulai tahun 2017. Kemudian ditambah bangunan air mancur disisi sudut, barat, timur,  utara dan selatan. …",2019-01-18 08:03:10.614586,2019
ChdDSUhNMG9nS0VJQ0FnSUQ3MllMR3N3RRAB,5,a year ago,Alun² Kota Lumajang . Sudah Bagus Namun Mohon Dijaga Dengan Baik .. Banyak Fasilitas yang Sudah Rusak / Tidak Terawat Dengan Baik .,2025-01-18 08:03:10.615534,2025
ChZDSUhNMG9nS0VJQ0FnSURTbnJYWE13EAE,5,Edited 3 years ago,Alun-Alun Lumajang sudah ada sejak lama. Beberapa kali dilakukan penataan dan perbaikan. Skr semakin byk spot foto dan aneka tanaman dan satwa jg ada …,2026-01-18 08:03:10.615534,2026
ChdDSUhNMG9nS0VJQ0FnSUN3anRuRTVBRRAB,5,7 years ago,"Baru di renovasi jadi tambah bagus plus ga bosenin :)), enak kalo jalan sama pacar ͡° ͜ʖ ͡° , apalagi kalo malem malem ada lampu kelap kelipnya cantik :))",2019-01-18 08:03:10.615534,2019
ChdDSUhNMG9nS0VJQ0FnSUNxdk5mdTN3RRAB,5,4 years ago,Menyenangkan..fresh dan penghilang penat,2022-01-18 08:03:10.615534,2022
ChdDSUhNMG9nS0VJQ0FnSURZMDlPOXdBRRAB,5,Edited 6 years ago,"Tempat palimg enak buat jalan"",nongkrong bareng keluarga ataupun temen, banyak kusinya, dann alun""nya jg bagus aalagi pas malem baguss banget banyak lampu"" hiasan yg cocok buat foto"" gt",2026-01-18 08:03:10.615534,2026
ChZDSUhNMG9nS0VJQ0FnSURveU43eVd3EAE,5,Edited 6 years ago,Alun alun lumajang...sangat asri dan sejuk tersedia mainan anak anak..setiap malem minggu ada car free night kita bisa main main atau melihat suasana malam hari..cocok buat wisata keluarga atau pasangan..kalo minggu pagi ada car free day ..disana juga tersedia toilet dan jajanan rakyat ..lumajang sae,2026-01-18 08:03:10.615534,2026
ChZDSUhNMG9nS0VJQ0FnSUNBNGZtZlhREAE,5,7 years ago,Tempat yg nyaman untuk liburan keluarga...,2019-01-18 08:03:10.615534,2019
ChZDSUhNMG9nS0VJQ0FnSURDLXVhVE5nEAE,5,5 years ago,"Dengan berbagai macam kesibukan harian, di sana kita bisa merefresh otak dan menenangkang pikiran.
Tempatnya sejuk, banyak tempat yang bisa dijadikan spot foto.",2021-01-18 08:03:10.615534,2021
ChdDSUhNMG9nS0VJQ0FnSUNpZ3AyczB3RRAB,5,5 years ago,Akses menuju sini mudah. Jalan ok. Penerapan protokol kesehatan masa corona ini juga dijalani. Banyak fasilitas di alun² ini. Sukaaa. Tp sayang saya ga foto.,2021-01-18 08:03:10.615534,2021
ChdDSUhNMG9nS0VJQ0FnSUNKb056bGl3RRAB,4,2 years ago,"Untukfasilitas  permainan anak anak lumayan bagus, bersih, kekurangan nya adalah tempat parkir kendaraan yang tidak ada sehingga kesan nya semrawut",2024-01-18 08:03:10.615534,2024
ChdDSUhNMG9nS0VJQ0FnSUNwLUxycW1RRRAB,5,2 years ago,"Alun-alun Lumajang sangat direkomendasikan dikunjungi sendirian, maupun dengan teman, pasangan dan keluarga.
Makanan dan hiburan ada di Alun-alun kota Lumajang. Direkomendasikan datang pada malam Minggu ataupun Minggu pagi saat CFD",2024-01-18 08:03:10.615534,2024
ChdDSUhNMG9nS0VJQ0FnSUNfbXJLZXFnRRAB,3,11 months ago,"Biasa saja, tidak terlalu menarik, jalanan sempit.",2025-02-18 08:03:10.615534,2025
ChdDSUhNMG9nS0VJQ0FnSUM1NzZuZjlRRRAB,4,2 years ago,"Tempatnya seru, luas banyak penjual makanan  dan juga cocok untuk tempat olahraga, kumpul keluarga atau dengan pasangan",2024-01-18 08:03:10.615534,2024
ChdDSUhNMG9nS0VJQ0FnSURLajl6NWxBRRAB,3,4 years ago,Kurang pencahayaannya. Awal2 aja meriah semua nyala. Lama2 gelap ngga ky alun2 kota2 besar yg sll cerah dan ceria di malam hari baik hari2 biasa maupun hari2 penting🙏 …,2022-01-18 08:03:10.615534,2022
ChZDSUhNMG9nS0VJQ0FnSUNZMDZlQVJnEAE,5,6 years ago,Tempatnya bagus,2020-01-18 08:03:10.615534,2020
ChdDSUhNMG9nS0VJQ0FnSUNJdTVtdnRnRRAB,5,7 years ago,"Kalau alun alun nya sih tidak seberapa luas dibandingkan dengan kita kota sebelahnya seperti Jember. Tapi disini alun alunnya terasa asri, sejuk dan menunjukkan ciri kontemporer. Saat sore hari terlihat sepi, kendaraan juga lengang, …",2019-01-18 08:03:10.615534,2019
ChZDSUhNMG9nS0VJQ0FnSUNPeHNiNkdREAE,3,3 years ago,"Ni alun alun jalan lingkarnya kalo pagi sampai sore dipenuhi mobil entah milik pekerja yang mana, tapi membuat alun alun yang indah menurun kualitasnya karena kusutnya parkir mobil yang menyisakan 1 mobil yang tersisa untuk melintasi alun …",2023-01-18 08:03:10.615534,2023
ChdDSUhNMG9nS0VJQ0FnSUNEMUlhdnVBRRAB,5,a year ago,"tempat nya nyaman, kebersihan cukup terjaga, dan cocok di segala kalangan",2025-01-18 08:03:10.615534,2025
ChdDSUhNMG9nS0VJQ0FnSURrNWJyemxBRRAB,5,6 years ago,Pangling sama tempat ini yg setiap tahun ad sesuatu yg baru..,2020-01-18 08:03:10.615534,2020
ChZDSUhNMG9nS0VJQ0FnSURJLXQza0dnEAE,5,Edited 6 years ago,"Alun2 lumajang merupakan salah satu tempat yang paling banyak digunakan orang untk memberi kebebasan kepada putrax tuk bersenang2 dlm bermain krn alunan air mancur dan rindang, aman tuk berolah raga serta hujaux rumput, serta sarana dan prasarana tuk ibadahpun  tersedia.",2026-01-18 08:03:10.615534,2026
